Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:NC6,"Nanollose Limited (ASX:NC6)",https://www.listcorp.com/asx/nc6/nanollose-limited,"	12804200",0.085,-0.00,-1.16,"Health Care"
ASX:SIH,"Sihayo Gold (ASX:SIH)",https://www.listcorp.com/asx/sih/sihayo-gold,"	12754200",0.003,0.00,0,Materials
ASX:CIO,"Connected IO Limited (ASX:CIO)",https://www.listcorp.com/asx/cio/connected-io-limited,"	12716800",0.04,0.00,0,"Information Technology"
ASX:DMC,"Design Milk Co Limited (ASX:DMC)",https://www.listcorp.com/asx/dmc/design-milk-co-limited,"	12702500",0.35,0.00,0,"Consumer Discretionary"
ASX:BUX,"Buxton Resources Limited (ASX:BUX)",https://www.listcorp.com/asx/bux/buxton-resources,"	12687100",0.085,-0.00,-2.3,Materials
ASX:BDX,"BCAL Diagnostics Limited (ASX:BDX)",https://www.listcorp.com/asx/bdx/bcal-diagnostics-limited,"	12681100",0.096,0.00,0,"Health Care"
ASX:SGC,"Sacgasco Limited (ASX:SGC)",https://www.listcorp.com/asx/sgc/sacgasco-limited,"	12678600",0.023,0.00,9.52,Energy
ASX:CUS,"Copper Search Limited (ASX:CUS)",https://www.listcorp.com/asx/cus/copper-search-limited,"	12670800",0.24,0.00,0,Materials
ASX:KSM,"K2 Australian Small Cap Fund (ASX:KSM)",https://www.listcorp.com/asx/ksm/k2-australian-small-cap-fund,"	12623400",2.5,-0.02,-0.79,Financials
ASX:LLO,"Lion One Metals Limited (ASX:LLO)",https://www.listcorp.com/asx/llo/lion-one-metals,"	12590000",1.26,0.08,6.78,Materials
ASX:SKN,"Skin Elements Limited (ASX:SKN)",https://www.listcorp.com/asx/skn/skin-elements-limited,"	12563600",0.028,-0.00,-3.45,"Consumer Staples"
ASX:DDD,"3D Resources (ASX:DDD)",https://www.listcorp.com/asx/ddd/3d-resources,"	12545600",0.003,0.00,0,Materials
ASX:NUH,"Nuheara Limited (ASX:NUH)",https://www.listcorp.com/asx/nuh/nuheara-limited,"	12535200",0.125,0.00,0,"Information Technology"
ASX:BCA,"Black Canyon Limited (ASX:BCA)",https://www.listcorp.com/asx/bca/black-canyon-limited,"	12534200",0.3,0.00,0,Materials
ASX:IQ3,"iQ3Corp Limited (ASX:IQ3)",https://www.listcorp.com/asx/iq3/iq3corp-limited,"	12520900",0.12,0.00,0,Financials
ASX:CTQ,"Careteq Limited (ASX:CTQ)",https://www.listcorp.com/asx/ctq/careteq-limited,"	12514400",0.11,0.00,0,"Health Care"
ASX:PUA,"Peak Minerals Limited (ASX:PUA)",https://www.listcorp.com/asx/pua/peak-minerals-limited,"	12496400",0.013,0.00,8.33,Materials
ASX:CLH,"Collection House (ASX:CLH)",https://www.listcorp.com/asx/clh/collection-house,"	12491400",0.085,-0.00,-3.41,Financials
ASX:BEZ,"Besra Gold Inc (ASX:BEZ)",https://www.listcorp.com/asx/bez/besra-gold,"	12373200",0.072,0.00,0,Materials
ASX:LRV,"Larvotto Resources Limited (ASX:LRV)",https://www.listcorp.com/asx/lrv/larvotto-resources-limited,"	12362200",0.3,0.00,0,Materials
ASX:AL3,"AML3D Limited (ASX:AL3)",https://www.listcorp.com/asx/al3/aml3d-limited,"	12337600",0.089,0.01,8.54,Industrials
ASX:JXT,"Jaxsta Ltd (ASX:JXT)",https://www.listcorp.com/asx/jxt/jaxsta-ltd,"	12332800",0.036,0.00,0,"Information Technology"
ASX:CBL,"CBL Corporation Limited (ASX:CBL)",https://www.listcorp.com/asx/cbl/cbl-corporation-limited,"	12331100",0.245,0.00,0,"Health Care"
ASX:BTN,"Butn Limited (ASX:BTN)",https://www.listcorp.com/asx/btn/butn-limited,"	12295800",0.165,0.01,3.13,Financials
ASX:AKO,"Akora Resources Limited (ASX:AKO)",https://www.listcorp.com/asx/ako/akora-resources-limited,"	12284400",0.21,0.01,7.69,Materials
ASX:HPP,"Health and Plant Protein Group Limited (ASX:HPP)",https://www.listcorp.com/asx/hpp/health-and-plant-protein-group-limited,"	12282100",0.1,0.00,0,"Consumer Staples"
ASX:G79,"GoldOz Limited (ASX:G79)",https://www.listcorp.com/asx/g79/goldoz-limited,"	12251800",1.89,0.00,0,Materials
ASX:MRQ,"MRG Metals (ASX:MRQ)",https://www.listcorp.com/asx/mrq/mrg-metals,"	12229400",0.008,0.00,14.29,Materials
ASX:SHH,"Shree Minerals Limited (ASX:SHH)",https://www.listcorp.com/asx/shh/shree-minerals,"	12222400",0.01,0.00,0,Materials
ASX:PXX,"PolarX Limited (ASX:PXX)",https://www.listcorp.com/asx/pxx/polarx-limited,"	12208100",0.015,0.00,7.14,Materials
ASX:SCL,"Schrole Group Ltd (ASX:SCL)",https://www.listcorp.com/asx/scl/schrole-group-ltd,"	12175900",0.007,0.00,0,"Information Technology"
ASX:AD1,"AD1 Holdings Limited (ASX:AD1)",https://www.listcorp.com/asx/ad1/ad1-holdings-limited,"	12164700",0.014,-0.00,-22.22,"Communication Services"
ASX:CPM,"Cooper Metals Limited (ASX:CPM)",https://www.listcorp.com/asx/cpm/cooper-metals-limited,"	12159000",0.45,0.00,0,Materials
ASX:ZMI,"Zinc of Ireland NL (ASX:ZMI)",https://www.listcorp.com/asx/zmi/zinc-of-ireland-nl,"	12122600",0.057,-0.00,-5,Materials
ASX:SLZ,"Sultan Resources Ltd (ASX:SLZ)",https://www.listcorp.com/asx/slz/sultan-resources-ltd,"	12076200",0.145,0.00,0,Materials
ASX:IMB,"Intelligent Monitoring Group Limited (ASX:IMB)",https://www.listcorp.com/asx/imb/intelligent-monitoring-group-limited,"	11996100",0.12,0.00,0,Industrials
ASX:BPH,"BPH Energy (ASX:BPH)",https://www.listcorp.com/asx/bph/bph-energy,"	11969100",0.019,0.00,5.56,"Health Care"
ASX:ABV,"Advanced Braking Technology (ASX:ABV)",https://www.listcorp.com/asx/abv/advanced-braking-technology,"	11943200",0.0315,0.00,0,"Consumer Discretionary"
ASX:ATV,"ActivePort Group Limited (ASX:ATV)",https://www.listcorp.com/asx/atv/activeport-group-limited,"	11921700",0.12,0.00,0,"Information Technology"
ASX:VIP,"VIP Gloves Limited (ASX:VIP)",https://www.listcorp.com/asx/vip/vip-gloves-limited,"	11801700",0.015,0.00,0,"Health Care"
ASX:G50,"Gold 50 Limited (ASX:G50)",https://www.listcorp.com/asx/g50/gold-50-limited,"	11763800",0.21,0.00,0,Materials
ASX:DM1,"Desert Metals Limited (ASX:DM1)",https://www.listcorp.com/asx/dm1/desert-metals-limited,"	11758000",0.24,-0.00,-2.04,Materials
ASX:MBK,"Metal Bank Limited (ASX:MBK)",https://www.listcorp.com/asx/mbk/metal-bank,"	11735200",0.0045,0.00,0,Materials
ASX:TRP,"Tissue Repair Ltd (ASX:TRP)",https://www.listcorp.com/asx/trp/tissue-repair-ltd,"	11695100",0.26,0.01,4,"Health Care"
ASX:HVM,"Happy Valley Nutrition Limited (ASX:HVM)",https://www.listcorp.com/asx/hvm/happy-valley-nutrition-limited,"	11689100",0.053,-0.00,-3.64,"Consumer Staples"
ASX:BUY,"Bounty Oil & Gas NL (ASX:BUY)",https://www.listcorp.com/asx/buy/bounty-oil-and-gas,"	11649300",0.0085,0.00,0,Energy
ASX:IGN,"Ignite Limited (ASX:IGN)",https://www.listcorp.com/asx/ign/ignite-limited,"	11645700",0.13,0.00,0,Industrials
ASX:KGM,"Kalnorth Gold Mines (ASX:KGM)",https://www.listcorp.com/asx/kgm/kalnorth-gold,"	11625100",0.013,0.00,0,Materials
ASX:AAJ,"Aruma Resources Limited (ASX:AAJ)",https://www.listcorp.com/asx/aaj/aruma-resources,"	11615200",0.074,0.00,0,Materials
ASX:BVR,"Bellavista Resources Limited (ASX:BVR)",https://www.listcorp.com/asx/bvr/bellavista-resources-limited,"	11496700",0.34,0.03,7.94,Unclassified
ASX:HPR,"High Peak Royalties (ASX:HPR)",https://www.listcorp.com/asx/hpr/high-peak-royalties,"	11492600",0.055,0.00,0,Energy
ASX:BMO,"Bastion Minerals Limited (ASX:BMO)",https://www.listcorp.com/asx/bmo/bastion-minerals-limited,"	11389400",0.15,0.00,0,Materials
ASX:GLA,"Gladiator Resources Ltd (ASX:GLA)",https://www.listcorp.com/asx/gla/gladiator-resources,"	11377700",0.022,0.00,0,Materials
ASX:KOB,"Koba Resources Limited (ASX:KOB)",https://www.listcorp.com/asx/kob/koba-resources-limited,"	11375000",0.175,0.00,0,Materials
ASX:ZLD,"Zelira Therapeutics (ASX:ZLD)",https://www.listcorp.com/asx/zld/zelira-therapeutics,"	11301000",1.18,0.00,0,"Health Care"
ASX:ID8,"Identitii Limited (ASX:ID8)",https://www.listcorp.com/asx/id8/identitii-limited,"	11223500",0.055,-0.00,-1.79,"Information Technology"
ASX:GIB,"Gibb River Diamonds Limited (ASX:GIB)",https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	11210000",0.052,-0.00,-1.89,Materials
ASX:PRX,"Prodigy Gold NL (ASX:PRX)",https://www.listcorp.com/asx/prx/prodigy-gold-nl,"	11069900",0.02,0.00,5.26,Materials
ASX:AYM,"Australia United Mining Limited (ASX:AYM)",https://www.listcorp.com/asx/aym/australia-united-mining-limited,"	11055500",0.006,0.00,0,Materials
ASX:EMT,"EMetals Limited (ASX:EMT)",https://www.listcorp.com/asx/emt/emetals-limited,"	11050000",0.0135,0.00,3.85,Materials
ASX:SW1,"Swift Networks Group Limited (ASX:SW1)",https://www.listcorp.com/asx/sw1/swift-networks-group-limited,"	11011400",0.023,0.00,21.05,"Communication Services"
ASX:YOW,"Yowie Group (ASX:YOW)",https://www.listcorp.com/asx/yow/yowie-group,"	10928400",0.0485,-0.00,-3,"Consumer Staples"
ASX:RAN,"Range International Limited (ASX:RAN)",https://www.listcorp.com/asx/ran/range-international-limited,"	10832900",0.0125,0.00,4.17,Materials
ASX:ARE,"Argonaut Resources NL (ASX:ARE)",https://www.listcorp.com/asx/are/argonaut-resources,"	10818600",0.003,0.00,0,Materials
ASX:ABE,"Australian Bond Exchange Holdings Limited (ASX:ABE)",https://www.listcorp.com/asx/abe/australian-bond-exchange-holdings-limited,"	10811600",0.31,0.00,0,Financials
ASX:MRG,"Murray River Organics Group (ASX:MRG)",https://www.listcorp.com/asx/mrg/murray-river-organics-group,"	10808200",0.245,0.00,0,"Consumer Staples"
ASX:FAU,"First Au Limited (ASX:FAU)",https://www.listcorp.com/asx/fau/first-au-limited,"	10645800",0.012,-0.00,-7.69,Materials
ASX:KOR,"Korab Resources (ASX:KOR)",https://www.listcorp.com/asx/kor/korab-resources,"	10644400",0.029,0.00,0,Materials
ASX:ADD,"Adavale Resources Limited (ASX:ADD)",https://www.listcorp.com/asx/add/adavale-resources,"	10640700",0.0305,0.00,1.67,Materials
ASX:VOR,"Vortiv Limited (ASX:VOR)",https://www.listcorp.com/asx/vor/vortiv-limited,"	10608500",0.02,-0.00,-4.76,"Information Technology"
ASX:OZM,"OzAurum Resources Limited (ASX:OZM)",https://www.listcorp.com/asx/ozm/ozaurum-resources-limited,"	10585000",0.185,0.00,0,Materials
ASX:FNX,"Finexia Financial Group Limited (ASX:FNX)",https://www.listcorp.com/asx/fnx/finexia-financial-group-limited,"	10537000",0.065,0.00,0,Financials
ASX:WNR,"Wingara AG Limited (ASX:WNR)",https://www.listcorp.com/asx/wnr/wingara-ag-limited,"	10532600",0.06,0.00,0,"Consumer Staples"
ASX:SGI,"Stealth Global Holdings Limited (ASX:SGI)",https://www.listcorp.com/asx/sgi/stealth-global-holdings-limited,"	10468500",0.105,0.00,0,Industrials
ASX:R3D,"R3D Resources Limited (ASX:R3D)",https://www.listcorp.com/asx/r3d/r3d-resources-limited,"	10456200",0.105,0.00,0,Materials
ASX:ERL,"Empire Resources (ASX:ERL)",https://www.listcorp.com/asx/erl/empire-resources,"	10385700",0.01,0.00,0,Materials
ASX:BPP,"Babylon Pump & Power Limited (ASX:BPP)",https://www.listcorp.com/asx/bpp/babylon-pump-and-power-limited,"	10361500",0.008,-0.00,-11.11,Industrials
ASX:GCR,"Golden Cross Resources (ASX:GCR)",https://www.listcorp.com/asx/gcr/golden-cross-resources,"	10314200",0.097,0.00,3.19,Materials
ASX:A3D,"Aurora Labs Limited (ASX:A3D)",https://www.listcorp.com/asx/a3d/aurora-labs-limited,"	10312900",0.056,0.00,0,Industrials
ASX:ODM,"Odin Metals Limited (ASX:ODM)",https://www.listcorp.com/asx/odm/odin-metals-limited,"	10259600",0.022,0.00,0,Materials
ASX:DOR,"Doriemus PLC (ASX:DOR)",https://www.listcorp.com/asx/dor/doriemus-plc,"	10230300",0.085,0.00,0,Energy
ASX:AQX,"Alice Queen Limited (ASX:AQX)",https://www.listcorp.com/asx/aqx/alice-queen-limited,"	10197100",0.005,-0.00,-16.67,Materials
ASX:G88,"Golden Mile Resources Ltd (ASX:G88)",https://www.listcorp.com/asx/g88/golden-mile-resources-ltd,"	10186600",0.049,-0.00,-2,Materials
ASX:BYH,"Bryah Resources Limited (ASX:BYH)",https://www.listcorp.com/asx/byh/bryah-resources-limited,"	10179300",0.047,0.00,4.44,Materials
ASX:MHK,"Metal Hawk Limited (ASX:MHK)",https://www.listcorp.com/asx/mhk/metal-hawk-limited,"	10163100",0.2,0.00,0,Materials
ASX:GGX,"Gas2Grid Limited (ASX:GGX)",https://www.listcorp.com/asx/ggx/gas2grid,"	10145300",0.0025,0.00,0,Energy
ASX:WEC,"White Energy Company Limited (ASX:WEC)",https://www.listcorp.com/asx/wec/white-energy-company-limited,"	10068200",0.013,0.00,0,Energy
ASX:NGS,"Nutritional Growth Solutions Ltd (ASX:NGS)",https://www.listcorp.com/asx/ngs/nutritional-growth-solutions,"	10035700",0.16,0.01,10.34,"Consumer Staples"
ASX:PVL,"Powerhouse Ventures Limited (ASX:PVL)",https://www.listcorp.com/asx/pvl/powerhouse-ventures-limited,"	10021700",0.083,0.00,0,Financials
ASX:TTB,"Total Brain Limited (ASX:TTB)",https://www.listcorp.com/asx/ttb/total-brain-limited,"	10004300",0.075,0.00,0,"Health Care"
ASX:SI6,"SI6 Metals Limited (ASX:SI6)",https://www.listcorp.com/asx/si6/si6-metals-limited,"	9997010",0.0075,0.00,7.14,Materials
ASX:AHK,"Ark Mines (ASX:AHK)",https://www.listcorp.com/asx/ahk/ark-mines,"	9993030",0.3,0.00,0,Materials
ASX:CR1,"Constellation Resources Limited (ASX:CR1)",https://www.listcorp.com/asx/cr1/constellation-resources-limited,"	9981080",0.2,0.00,0,Materials
ASX:HCD,"Hydrocarbon Dynamics Limited (ASX:HCD)",https://www.listcorp.com/asx/hcd/hydrocarbon-dynamics-limited,"	9980030",0.018,0.00,5.88,Energy
ASX:MPG,"Many Peaks Gold Limited (ASX:MPG)",https://www.listcorp.com/asx/mpg/many-peaks-gold-limited,"	9951620",0.29,-0.02,-6.45,Materials
ASX:NKL,"Nickel X Limited (ASX:NKL)",https://www.listcorp.com/asx/nkl/nickel-x-limited,"	9936000",0.165,0.01,3.13,Materials
ASX:DEX,"Duke Exploration Limited (ASX:DEX)",https://www.listcorp.com/asx/dex/duke-exploration-limited,"	9923230",0.105,-0.01,-4.55,Materials
ASX:FXG,"Felix Gold Limited (ASX:FXG)",https://www.listcorp.com/asx/fxg/felix-gold-limited,"	9919970",0.11,-0.01,-8.33,Materials
ASX:HT8,"Harris Technology Group (ASX:HT8)",https://www.listcorp.com/asx/ht8/harris-technology-group,"	9843750",0.033,0.00,0,"Consumer Discretionary"
ASX:LNU,"Linius Technologies Limited (ASX:LNU)",https://www.listcorp.com/asx/lnu/linius-technologies-limited,"	9797580",0.007,0.00,40,"Information Technology"
ASX:RNX,"Renegade Exploration Limited (ASX:RNX)",https://www.listcorp.com/asx/rnx/renegade-exploration-limited,"	9785890",0.011,0.00,0,Materials
ASX:MGG,"Mogul Games Group Ltd (ASX:MGG)",https://www.listcorp.com/asx/mgg/mogul-games-group-ltd,"	9784980",0.003,0.00,0,"Communication Services"
ASX:KFM,"Kingfisher Mining Limited (ASX:KFM)",https://www.listcorp.com/asx/kfm/kingfisher-mining-limited,"	9759820",0.29,0.00,1.75,Materials
ASX:KLO,"Kingsland Global Ltd (ASX:KLO)",https://www.listcorp.com/asx/klo/kingsland-global-ltd,"	9720000",0.024,0.00,0,"Real Estate"
ASX:GRL,"Godolphin Resources Limited (ASX:GRL)",https://www.listcorp.com/asx/grl/godolphin-resources-limited,"	9674380",0.115,0.00,0,Materials
ASX:W2V,"Way 2 VAT Ltd (ASX:W2V)",https://www.listcorp.com/asx/w2v/way-2-vat-ltd,"	9671150",0.063,-0.01,-10,"Information Technology"
ASX:CI1,"Credit Intelligence Limited (ASX:CI1)",https://www.listcorp.com/asx/ci1/credit-intelligence-limited,"	9616440",0.12,0.00,0,Industrials
ASX:BXN,"Bioxyne Limited (ASX:BXN)",https://www.listcorp.com/asx/bxn/bioxyne,"	9602180",0.016,0.00,6.67,"Consumer Staples"
ASX:RR1,"Reach Resources Limited (ASX:RR1)",https://www.listcorp.com/asx/rr1/reach-resources-limited,"	9550250",0.0045,-0.00,-10,Materials
ASX:AVW,"Avira Resources Limited (ASX:AVW)",https://www.listcorp.com/asx/avw/avira-resources-limited,"	9534560",0.004,-0.00,-11.11,Materials
ASX:DTM,"Dart Mining NL (ASX:DTM)",https://www.listcorp.com/asx/dtm/dart-mining,"	9468210",0.07,0.00,0,Materials
ASX:FFF,"Forbidden Foods Limited (ASX:FFF)",https://www.listcorp.com/asx/fff/forbidden-foods-limited,"	9437680",0.12,0.00,0,"Consumer Staples"
ASX:RFA,"Rare Foods Australia Ltd (ASX:RFA)",https://www.listcorp.com/asx/rfa/rare-foods-australia-ltd,"	9434910",0.047,0.00,0,"Consumer Staples"
ASX:TMR,"Tempus Resources Limited (ASX:TMR)",https://www.listcorp.com/asx/tmr/tempus-resources-limited,"	9370370",0.07,0.00,0,Materials
ASX:JAV,"Javelin Minerals Limited (ASX:JAV)",https://www.listcorp.com/asx/jav/javelin-minerals-limited,"	9354150",0.001,0.00,0,Materials
ASX:CAQ,"CAQ Holdings Limited (ASX:CAQ)",https://www.listcorp.com/asx/caq/caq-holdings-limited,"	9331220",0.013,0.00,0,"Real Estate"
ASX:RFR,"Rafaella Resources Ltd (ASX:RFR)",https://www.listcorp.com/asx/rfr/rafaella-resources-ltd,"	9319700",0.04,0.00,0,Materials
ASX:CMX,"ChemX Materials Limited (ASX:CMX)",https://www.listcorp.com/asx/cmx/chemx-materials-limited,"	9268150",0.2,0.00,0,Materials
ASX:AKN,"Auking Mining Limited (ASX:AKN)",https://www.listcorp.com/asx/akn/auking-mining-limited,"	9267460",0.105,0.01,5,Materials
ASX:KFE,"Kogi Iron Limited (ASX:KFE)",https://www.listcorp.com/asx/kfe/kogi-iron,"	9255470",0.006,0.00,0,Materials
ASX:HVY,"Heavy Minerals Limited (ASX:HVY)",https://www.listcorp.com/asx/hvy/heavy-minerals-limited,"	9230460",0.24,0.00,0,Materials
ASX:NCR,"NuCoal Resources (ASX:NCR)",https://www.listcorp.com/asx/ncr/nucoal-resources,"	9223350",0.011,-0.00,-8.33,Materials
ASX:AX8,"Accelerate Resources Limited (ASX:AX8)",https://www.listcorp.com/asx/ax8/accelerate-resources-limited,"	9221060",0.033,-0.00,-5.71,Materials
ASX:TEE,"Top End Energy Limited (ASX:TEE)",https://www.listcorp.com/asx/tee/top-end-energy-limited,"	9180000",0.255,0.00,0,Energy
ASX:SHG,"Singular Health Group Limited (ASX:SHG)",https://www.listcorp.com/asx/shg/singular-health-group-limited,"	9140470",0.14,0.00,0,"Health Care"
ASX:BPM,"BPM Minerals Limited (ASX:BPM)",https://www.listcorp.com/asx/bpm/bpm-minerals-limited,"	9104700",0.17,-0.01,-2.86,Materials
ASX:PGY,"Pilot Energy Limited (ASX:PGY)",https://www.listcorp.com/asx/pgy/pilot-energy-limited,"	9079030",0.019,0.00,5.56,Energy
ASX:VMM,"Viridis Mining and Minerals Limited (ASX:VMM)",https://www.listcorp.com/asx/vmm/viridis-mining-and-minerals-limited,"	9050610",0.29,0.00,0,Materials
ASX:SRY,"Story-I Limited (ASX:SRY)",https://www.listcorp.com/asx/sry/story-i-limited,"	9033720",0.024,0.00,0,"Consumer Discretionary"
ASX:ENT,"Enterprise Metals (ASX:ENT)",https://www.listcorp.com/asx/ent/enterprise-metals,"	9025060",0.014,0.00,0,Materials
ASX:FDR,"Finder Energy Holdings Limited (ASX:FDR)",https://www.listcorp.com/asx/fdr/finder-energy-holdings-limited,"	9000000",0.12,0.00,0,Energy
ASX:DTI,"DTI Group (ASX:DTI)",https://www.listcorp.com/asx/dti/dti-group,"	8971030",0.02,0.00,0,"Information Technology"
ASX:BLZ,"Blaze Minerals Limited (ASX:BLZ)",https://www.listcorp.com/asx/blz/blaze-minerals-limited,"	8937710",0.027,0.00,8,Energy
ASX:NPM,"New Peak Metals Limited (ASX:NPM)",https://www.listcorp.com/asx/npm/new-peak-metals-limited,"	8853750",0.001,0.00,0,Materials
ASX:LV1,"Live Verdure Ltd (ASX:LV1)",https://www.listcorp.com/asx/lv1/live-verdure-ltd,"	8833510",0.21,0.00,0,"Consumer Staples"
ASX:SSH,"SSH Group Ltd (ASX:SSH)",https://www.listcorp.com/asx/ssh/ssh-group-ltd,"	8830230",0.225,0.00,2.27,Industrials
ASX:NSM,"North Stawell Minerals Ltd (ASX:NSM)",https://www.listcorp.com/asx/nsm/north-stawell-minerals-ltd,"	8827940",0.22,0.00,0,Materials
ASX:DXN,"DXN Limited (ASX:DXN)",https://www.listcorp.com/asx/dxn/dxn-limited,"	8827890",0.006,0.00,0,"Information Technology"
ASX:CT1,"Constellation Technologies Limited (ASX:CT1)",https://www.listcorp.com/asx/ct1/constellation-technologies-limited,"	8827200",0.006,0.00,0,"Information Technology"
ASX:EMU,"Emu NL (ASX:EMU)",https://www.listcorp.com/asx/emu/emu-nl,"	8797030",0.016,0.00,0,Materials
ASX:CZL,"Consolidated Zinc Limited (ASX:CZL)",https://www.listcorp.com/asx/czl/consolidated-zinc-limited,"	8783940",0.024,-0.00,-4,Materials
ASX:IVO,"Invigor Group (ASX:IVO)",https://www.listcorp.com/asx/ivo/invigor,"	8732390",0.041,-0.02,-28.07,"Communication Services"
ASX:LPE,"Locality Planning Energy Holdings (ASX:LPE)",https://www.listcorp.com/asx/lpe/locality-planning-energy-holdings,"	8729610",0.051,0.00,0,Utilities
ASX:DDT,"DataDot Technology (ASX:DDT)",https://www.listcorp.com/asx/ddt/datadot-technology,"	8707090",0.007,0.00,0,"Consumer Discretionary"
ASX:BMM,"Balkan Mining and Minerals Limited (ASX:BMM)",https://www.listcorp.com/asx/bmm/balkan-mining-and-minerals-limited,"	8678750",0.265,0.00,0,Materials
ASX:PO3,"Purifloh Limited (ASX:PO3)",https://www.listcorp.com/asx/po3/purifloh-limited,"	8668960",0.275,0.00,0,Utilities
ASX:TMB,"Tambourah Metals Ltd (ASX:TMB)",https://www.listcorp.com/asx/tmb/tambourah-metals-ltd,"	8650450",0.215,0.00,2.38,Materials
ASX:IMI,"Infinity Mining Limited (ASX:IMI)",https://www.listcorp.com/asx/imi/infinity-mining-limited,"	8625000",0.155,0.00,3.33,Materials
ASX:GES,"Genesis Resources (ASX:GES)",https://www.listcorp.com/asx/ges/genesis-resources,"	8611250",0.011,0.00,0,Materials
ASX:ODE,"Odessa Minerals Limited (ASX:ODE)",https://www.listcorp.com/asx/ode/odessa-minerals-limited,"	8594420",0.016,0.00,0,Materials
ASX:AER,"Aeeris Ltd (ASX:AER)",https://www.listcorp.com/asx/aer/aeeris-ltd,"	8590060",0.12,0.00,0,"Communication Services"
ASX:OLL,"OpenLearning Limited (ASX:OLL)",https://www.listcorp.com/asx/oll/openlearning-limited,"	8575380",0.04,0.00,0,"Information Technology"
ASX:RIE,"Riedel Resources Limited (ASX:RIE)",https://www.listcorp.com/asx/rie/riedel-resources-limited,"	8573660",0.009,0.00,12.5,Materials
ASX:TD1,"TALI Digital Limited (ASX:TD1)",https://www.listcorp.com/asx/td1/tali-digital-limited,"	8573540",0.007,0.00,0,"Health Care"
ASX:BEE,"Broo Limited (ASX:BEE)",https://www.listcorp.com/asx/bee/broo-limited,"	8568720",0.009,0.00,0,"Consumer Staples"
ASX:GFN,"Gefen International A.I. Limited (ASX:GFN)",https://www.listcorp.com/asx/gfn/gefen-international-ai,"	8552720",0.15,0.01,7.14,"Information Technology"
